gene_id	psi
b2225	0.615434
b2226	0.200783
b2230	0.668274
b2231	0.202076
b2232	0
b2234	6.64299
b2235	33.6653
b2236	488.022
b2237	0.267317
b2239	1.48692
b2240	3.68134
b2241	4.55301
b2242	1.31914
b2243	0
b2244	3.61039
b2245	1.36751
b2246	0.569132
b2247	1.48924
b2248	0
b2249	0.580196
b2250	0
b2251	104.606
b2252	0.906662
b2253	1.17111
b2254	154.766
b2255	1.86353
b2256	0
b2257	1.24103
b2258	2e-07
b2259	1.9999e-07
b2260	0.512683
b2261	0.290735
b2262	0.555139
b2263	0.843003
b2264	0.52973
b2265	1.07539
b2266	1.99931e-07
b2267	2.19113
b2268	3.96844
b2272	1.62249
b2276	3.18921
b2277	165.272
b2278	0
b2279	138.389
b2280	4.96708e-12
b2281	5.76087
b2282	7.5e-08
b2283	9.81722
b2284	0.294365
b2285	0
b2286	1.51895
b2287	5.69648e-06
b2288	7.87039e-06
b2289	0
b2290	0
b2291	5.451
b2292	2.13097
b2294	7.5e-08
b2295	1.65049
b2296	0
b2297	55.9285
b2298	1.86016
b2299	2.25886
b2300	0
b2301	0
b2302	9.53795
b2303	1064.88
b2304	0.322868
b2306	1.67047
b2307	4.4587
b2308	0
b2309	0
b2310	0.819607
b2311	0
b2312	0
b2313	4.07708
b2314	8.52771
b2315	5.96517
b2316	0.939393
b2317	1.34483
b2318	164.822
b2319	9.50375
b2320	1.76417
b2321	0
b2322	1.77404
b2323	0.520891
b2324	0
b2325	1.1388e-05
b2326	0.637905
b2327	0
b2328	0
b2329	2.65155
b2330	0.894948
b2331	1.63585
b2332	1.2109
b2333	2.2374
b2334	0.507538
b2336	0.927728
b2338	1.90655
b2339	5.26093
b2340	19.5369
b2341	0.219683
b2342	1.37487
b2343	0
b2344	0.353114
b2346	2e-07
b2347	3.49558
b2349	3.01974
b2366	0.773628
b2367	0
b2368	0
b2369	44.2905
b2370	1.21897
b2371	0.619836
b2372	2.14187
b2373	2.17893e-06
b2374	134.819
b2375	0.503595
b2376	0.763691
b2377	0
b2378	0.00101703
b2379	0
b2381	2.17893e-06
b2382	2.40957
b2384	0.818992
b2386	1.89857
b2387	0.914827
b2388	2.19169
b2389	0.505861
b2390	0.850051
b2391	2.10337
b2392	0.778225
b2393	0
b2398	0
b2399	57.6548
b2400	0.492927
b2409	0.504772
b2410	0
b2411	0
b2412	1.46371
b2413	2e-07
b2414	1.40654
b2415	3.18142e-12
b2416	13.0518
b2417	10000
b2418	0.14701
b2419	2.01754
b2421	2.22689
b2422	0.857987
b2423	2.28406
b2424	1.01612
b2425	3.59768
b2426	1.42264
b2427	1.08729
b2428	1.26623
b2430	1.93863
b2431	1.30731
b2432	0
b2433	0
b2434	0
b2435	3.09277
b2436	7.66235
b2437	0.871357
b2438	0
b2439	0.445442
b2440	1.85501
b2451	0.988636
b2452	1.59963
b2453	0.337821
b2454	0.973045
b2455	2.78171
b2456	1.2e-06
b2457	0.679284
b2458	2.05666
b2459	0.893816
b2460	137.796
b2461	0
b2462	0
b2463	3.20653
b2464	5.4558
b2465	3.05241
b2466	0
b2467	0.743475
b2468	1.43285
b2469	3.68431
b2470	1.26725
b2471	1.45113
b2472	2.985
b2473	0.682644
b2474	1.17262
b2475	1.53225
b2476	0.776598
b2477	1.49055e-05
b2478	143.462
b2479	0
b2480	4.97119e-09
b2481	0
b2482	0.124715
b2483	1.39314
b2484	0.324121
b2485	0
b2486	2.17907
b2487	0.921758
b2488	0
b2489	1.53447
b2490	1.07639
b2491	1.02463
b2493	0.880227
b2494	4.0263
b2495	1012.61
b2496	0
b2497	0
b2498	1.61077
b2499	1.01078
b2500	190.544
b2501	1.32255
b2502	2.60323
b2503	1.66392
b2504	2.00047e-07
b2505	0.247413
b2506	0
b2507	6.05485
b2508	0
b2509	0
b2510	0.760059
b2511	0
b2512	9.91968
b2513	310.31
b2514	0.558122
b2515	0
b2516	0
b2517	6.95858
b2518	2e-07
b2519	1.63751
b2520	0.311181
b2521	0
b2522	4.40243
b2523	2.97151
b2524	2e-07
b2525	3.4213
b2526	2.93243
b2527	1.07925
b2528	0
b2529	2e-07
b2530	70.7242
b2531	0
b2532	0
b2533	2.32743
b2534	2.52661
b2535	7.40054
b2536	0
b2538	1.64675
b2539	82.8188
b2540	0
b2541	1.12405
b2542	83.3475
b2544	0
b2545	3.37664
b2546	0.234554
b2547	1.66952
b2548	1.44096
b2551	6.0548
b2552	2.33614
b2553	1.60358e-11
b2554	0
b2555	163.158
b2556	0.68323
b2557	0.523363
b2558	0
b2559	0
b2560	0
b2561	0
b2562	279.746
b2563	0.120287
b2564	0.324437
b2565	0
b2566	45.1743
b2567	1.99998e-07
b2568	0.235449
b2569	0
b2570	0
b2571	19.2741
b2572	9.2574
b2573	1223.31
b2575	3.4779
b2576	3.57003
b2577	0.766387
b2578	571.596
b2579	0
b2580	2.48313
b2581	246.101
b2582	1.1388e-05
b2583	0
b2584	1.20062
b2585	0.145111
b2586	2.17893e-06
b2587	0
b2592	2.78153
b2593	2.43397
b2594	0
b2595	1.86479
b2596	0
b2597	4.80439e-07
b2599	1.64416
b2600	1.01449
b2601	3.85601
b2602	8.10982
b2603	1.99988e-07
b2604	1.12735
b2605	1.66179
b2606	1.99958e-07
b2607	2.17893e-06
b2608	5.69644e-06
b2609	4.99144e-09
b2610	0
b2611	0
b2613	0
b2614	71.1386
b2615	0.042612
b2616	0.971893
b2617	696.184
b2618	0
b2619	0
b2620	0
b2649	0.416671
b2657	0
b2659	1.29746
b2660	0.717649
b2661	0.0727892
b2662	1.55203
b2663	0.857588
b2664	0
b2665	0
b2666	0
b2667	1.2e-06
b2668	0.331764
b2669	0
b2670	0
b2671	392.668
b2672	0
b2673	10000
b2675	1.20568
b2676	1.33943
b2677	3.55042
b2678	0.703896
b2679	1.98058
b2681	1.26093
b2682	35.3726
b2683	0
b2684	9.21398e-06
b2685	1.32597
b2686	0
b2687	2e-07
b2688	0
b2689	2e-07
b2690	33.8998
b2696	5.11973e-09
b2697	1.0165
b2698	0
b2699	0
b2700	1.49055e-05
b2701	0.140663
b2702	0
b2703	0.326825
b2704	2.36048
b2706	2.37717
b2707	6.72753
b2708	5.09009
b2709	6.32355
b2710	0.316101
b2711	0.877582
b2712	0.472548
b2713	0
b2714	7.22146
b2715	0.884649
b2716	1.101
b2717	3.61446
b2718	0
b2719	2.34596
b2720	1.86952
b2721	1.12944
b2722	4.60708
b2723	0.565393
b2724	4.10985
b2725	0
b2726	0
b2727	0
b2728	0
b2729	0.786483
b2730	2.52092
b2732	0
b2733	2.21958
b2735	0
b2736	4.41313
b2737	3.6905
b2738	1.2e-06
b2739	0
b2740	0.736295
b2741	1.33501
b2742	0.543686
b2743	0
b2744	0
b2745	0
b2746	114.96
b2747	4.24086
b2748	6.29456e-11
b2749	0
b2750	0
b2751	0
b2752	2.08228
b2753	0.22691
b2754	0.745769
b2758	0.881183
b2761	1.17084
b2762	4.99988
b2763	0.87179
b2764	1.31717
b2765	0
b2766	0.786797
b2767	1.85473
b2768	5.31655
b2769	1.20001e-06
b2770	0.0880229
b2771	165.81
b2772	2.21717
b2775	0.863231
b2777	0
b2778	0.0766249
b2779	1.90568
b2780	0
b2781	2.34564
b2782	0.0274848
b2783	1.2e-06
b2784	4.54189
b2785	4.01662
b2786	1.49705
b2787	1.09826
b2788	7.64539
b2789	3.62688
b2790	1.03828
b2791	0
b2792	0
b2793	0
b2794	0
b2795	0.557455
b2796	6.61265
b2797	4.72887
b2798	0
b2799	0
b2800	0.356928
b2801	0
b2803	0
b2804	3.214
b2805	0.079178
b2806	5.67185
b2807	0
b2808	6.29688
b2809	4.35286e-06
b2810	1.88852
b2811	8.42146
b2812	6.66306
b2813	41.7514
b2817	0
b2818	1.6024
b2819	1.4663
b2820	0.447875
b2821	1.9344
b2822	0.780403
b2823	0
b2824	4.47138
b2825	0
b2826	7.49921e-08
b2827	5.53061
b2828	0
b2829	2.38925
b2830	0
b2831	0
b2832	53.2209
b2833	2e-07
b2834	0.578848
b2835	1.88622
b2836	1.90852
b2837	10.1299
b2838	0
b2839	0.0441907
b2841	1.87199
b2842	0
b2843	0.587917
b2844	0.882317
b2845	3.60393
b2846	0.967447
b2848	0
b2850	0.916098
b2851	0
b2863	0.362211
b2865	0
b2866	0.830479
b2867	3.53616
b2868	0
b2869	0
b2870	0.624893
b2871	0
b2872	8.61638
b2874	9.65585
b2875	0
b2876	1.2e-06
b2877	1.15535
b2879	0.389144
b2880	7.32708
b2881	0.528452
b2883	1.2128
b2886	0
b2887	8.42977
b2888	0
b2889	1.66848
b2890	0
b2892	0.874862
b2893	3.20001e-06
b2894	0
b2895	3.03283e-11
b2896	1.00421e-12
b2897	0
b2898	0
b2899	0
b2900	6.33087
b2901	1.30489
b2902	2.06758
b2903	2.59519
b2904	0
b2905	0.0968646
b2906	1.34764
b2907	1.28499
b2908	1.23106
b2909	0
b2910	0
b2912	0.934196
b2913	0
b2914	0
b2916	1.06578
b2917	0
b2918	0.19143
b2919	0.437636
b2920	0.934837
b2922	3.38471
b2923	1.0717
b2924	2.20124
b2925	0
b2926	0
b2927	0.177694
b2928	1.28981
b2931	1.60595
b2934	3.10532
b2935	59.2034
b2936	0
b2937	2.43664
b2938	4.63859
b2940	1.40751e-05
b2941	0
b2942	0
b2943	2.16845
b2944	0
b2945	180.207
b2946	0.986693
b2947	2.60533
b2948	0
b2949	0
b2950	0.323552
b2951	26.2802
b2952	0.389551
b2953	41.4659
b2954	2.54142
b2955	0.354342
b2957	0.32409
b2958	4.00077
b2959	5e-09
b2960	0
b2961	0.996938
b2962	2e-07
b2963	0
b2964	0.311545
b2965	0.713495
b2966	0
b2983	0.740728
b2984	0.433084
b2985	0.129232
b2986	1.71952
b2987	0
b2988	0
b2989	0
b2990	1.99957e-07
b2991	5.69642e-06
b2992	2.2e-06
b2993	0.633815
b2994	0.254725
b2995	1.88291
b2996	0
b2997	16.7081
b2998	4.64876e-12
b2999	0
b3001	0
b3002	1.2e-06
b3003	0
b3005	7.8704e-06
b3006	1137.68
b3007	66.4142
b3008	3.68537
b3009	4.42844
b3010	1.28018
b3011	0
b3012	0
b3013	0.316317
b3014	7.22463
b3015	1.78164
b3017	2.61543
b3018	0
b3019	0
b3023	10.2465
b3024	5e-09
b3025	2.93812
b3026	0.348605
b3028	8.33946
b3029	1.4e-06
b3030	2.18939
b3031	0
b3032	3.50767
b3033	4.35285e-06
b3034	0
b3035	2.08788
b3037	3.67511
b3038	1.61238
b3039	1.46599
b3040	63.534
b3041	3.24988
b3042	0.422504
b3043	1.20431
b3045	0.251866
b3047	0.150301
b3048	0.980729
b3049	178.705
b3050	1.71516
b3051	0.678843
b3052	5.61661
b3053	0.998926
b3054	0.661295
b3055	2e-07
b3056	1.42478
b3057	1.2996
b3058	0
b3059	502.174
b3061	0
b3062	0
b3063	0
b3064	0.39669
b3065	9.96993e-05
b3066	2.31136
b3067	2.37108
b3068	0
b3070	1.49279
b3071	4.39416
b3072	0
b3073	0
b3074	0.618757
b3075	0.89476
b3076	0.751918
b3077	7.8704e-06
b3078	0
b3079	0
b3080	7.51317
b3081	1.50546
b3082	0
b3083	2.41148e-05
b3084	0.38516
b3085	0.886834
b3086	0.592366
b3087	2.4527
b3088	1.2407
b3089	0
b3090	0
b3091	0.950591
b3092	0
b3093	1.45044
b3094	5.65893
b3095	1.87217
b3096	2.84138
b3097	4.8776
b3098	0.821115
b3099	1.77082
b3100	0
b3101	0.540564
b3102	1.64392
b3103	0
b3104	183.788
b3106	0
b3107	0
b3108	8.58636
b3110	1.25541
b3111	2.02405
b3113	0
b3114	2.00385
b3115	2.40333
b3116	2.68122
b3117	105.839
b3118	0
b3119	19.0717
b3124	1.78764
b3125	5.35294
b3126	17.4182
b3127	1.47765
b3128	0.964196
b3130	0
b3144	0.241139
b3145	1.19882
b3146	1.94498
b3147	0.548655
b3148	102.795
b3149	0
b3150	0.436259
b3151	0.545201
b3152	2.90481
b3153	0.24579
b3154	0
b3155	0
b3156	3.6842e-05
b3157	28.2318
b3158	1.8396
b3159	0.682928
b3160	1.25813
b3161	0.490372
b3162	0
b3163	1.40751e-05
b3164	2.97364
b3165	5e-09
b3166	5.68939
b3167	0.0299513
b3168	0.624357
b3169	0
b3170	0
b3172	1.56715
b3173	4.27901
b3175	1013.85
b3176	1.68938
b3177	0
b3178	2.25789
b3179	1.19998e-06
b3180	5e-09
b3181	0
b3182	1.06261
b3183	0
b3184	0.73546
b3185	0.000476468
b3186	3.88622
b3187	1.31807
b3188	0
b3189	2.2135
b3190	2e-07
b3191	0.295184
b3192	0
b3193	4.76966e-11
b3194	0
b3195	2e-07
b3196	0.269595
b3197	0.512409
b3198	4.6301e-12
b3199	0
b3200	2.66213
b3201	2e-07
b3202	0.327439
b3203	0.000563436
b3204	5e-09
b3205	0.030013
b3206	0
b3207	0
b3208	0.363385
b3209	0.0958378
b3210	0
b3211	5.24987
b3212	1.4781
b3213	1.44391
b3221	0
b3222	0.123681
b3223	1.00411
b3224	0.521311
b3225	2.28396
b3226	3.60643
b3227	0.422709
b3228	2.2e-06
b3229	5e-09
b3230	103.284
b3231	0.58058
b3232	0
b3233	0
b3234	0
b3235	0
b3236	0
b3237	30.514
b3238	25.1658
b3239	231.465
b3240	0.933101
b3241	2.63732
b3242	0
b3244	0
b3245	0.822566
b3247	2.27034
b3248	0
b3249	2e-07
b3250	0.790371
b3251	0
b3252	4.51388
b3253	186.974
b3255	3.20001e-06
b3256	7.97968
b3257	0
b3258	1.33941
b3259	4.68253
b3260	0.0203764
b3261	4.9669e-09
b3262	0.341389
b3264	0.998176
b3265	0.445492
b3268	1.36619
b3270	0.918569
b3271	0.907866
b3279	2.59152
b3280	274.009
b3281	12.4773
b3282	0
b3284	29.2042
b3286	1.38007
b3287	0.407247
b3288	0.095182
b3289	1.04721
b3290	0
b3291	0
b3292	0
b3293	4.35289e-06
b3294	2e-07
b3295	5.69645e-06
b3296	0.0426395
b3297	2.05971e-05
b3298	7.87038e-06
b3300	2.00752
b3301	40.889
b3302	0
b3303	28.5069
b3304	5e-09
b3305	5e-09
b3306	2.00024e-07
b3307	5.04856e-09
b3308	2e-07
b3309	1.19999e-06
b3310	4.9735e-09
b3311	4.35285e-06
b3313	4.94999e-11
b3314	0.0426744
b3315	0
b3316	10000
b3317	1.99973e-07
b3318	1.2e-06
b3319	2e-07
b3320	3.48166
b3321	0.0944349
b3322	1.15156
b3339	0
b3340	10000
b3341	2.41148e-05
b3342	1.2e-06
b3343	0
b3344	2.07532
b3345	3.71204
b3346	0
b3347	0
b3348	6.62113e-12
b3349	0
b3350	2.01758
b3351	0
b3352	0.499933
b3353	1.06844
b3354	5.69641e-06
b3355	1.03861e-10
b3356	63.4598
b3357	1.67937e-11
b3358	0
b3359	0
b3360	0
b3361	0
b3363	0
b3364	0.823113
b3365	1.27846
b3366	0.244801
b3367	0.70028
b3368	3.24378
b3370	4.35287e-06
b3371	0.39031
b3372	22.1897
b3374	0
b3375	6.11236
b3376	0.469759
b3377	0.319009
b3378	0.96193
b3379	0.388156
b3382	0
b3383	0.56917
b3384	0
b3385	14.2373
b3386	0
b3387	0
b3388	0.801921
b3389	12.4867
b3390	0
b3391	0
b3392	8.70898e-09
b3393	1.9551
b3395	1.10422
b3396	0.200798
b3397	0
b3398	1.64992
b3399	7.87039e-06
b3400	0
b3401	20.6376
b3403	0
b3404	1.29936
b3405	0
b3406	1.20945
b3407	1.83008
b3408	3.80583e-11
b3409	1.85637
b3410	0
b3412	0.472121
b3413	146.953
b3414	1.99999e-06
b3415	1.15494
b3416	0.451616
b3417	7.15
b3418	1.24512
b3419	13.7311
b3421	0.47728
b3423	1.0283
b3424	1.59276
b3425	0
b3426	1.25525
b3427	0.0904722
b3428	0.184853
b3429	3.75322
b3430	0
b3431	0.253235
b3432	0
b3433	11.15
b3434	0
b3436	1.99305
b3437	1.25935
b3438	1.06222
b3439	32.5003
b3440	2.12989
b3441	1.23682
b3447	2.23442
b3448	0
b3449	2.15042
b3450	0.743983
b3451	0.578169
b3452	1.21335
b3454	2.26753
b3455	2.67718
b3456	2.11119
b3457	3.82587
b3458	3.83644
b3459	0
b3460	0.840548
b3461	61.5291
b3462	0.458671
b3463	2.09099
b3464	5.02207
b3465	3.11112
b3466	0
b3467	7.63434
b3468	1.11304
b3469	3.08322
b3470	209.343
b3471	2.23973
b3472	1.09067
b3473	0.551102
b3474	0
b3475	0
b3476	6.46484
b3477	0
b3478	0
b3479	0.606724
b3480	3.52431
b3481	110.987
b3484	0
b3485	0
b3486	5.21078
b3487	1.18257
b3488	2.23259
b3490	1.28104
b3491	0
b3492	1.52656
b3493	0
b3494	1.0306e-05
b3495	10000
b3496	0.816754
b3497	2.03988
b3498	2.45602
b3499	28.5396
b3500	1.14025
b3501	1.53097
b3502	2.5493
b3503	5.69644e-06
b3504	0.32769
b3506	0
b3507	5.89104
b3508	5e-09
b3509	2.66967e-07
b3510	3.24938e-05
b3511	0
b3512	2.17891e-06
b3513	10.4442
b3515	1.17821
b3516	0
b3517	1.99999e-07
b3518	0
b3519	1.05955
b3520	234.936
b3521	1.10367
b3522	0
b3523	0
b3524	1.31116
b3525	2.32965
b3526	2.14357
b3527	1.87114
b3528	2e-07
b3529	2.12013
b3531	5.17775
b3532	0.796428
b3534	1.2e-06
b3535	1.99982e-07
b3536	0
b3537	928.428
b3538	0.217154
b3539	0
b3540	0
b3541	0.580546
b3542	1.01197
b3543	2.90087
b3544	2.2298
b3546	0.919441
b3547	2.93509
b3548	3.00757
b3549	0
b3550	1.30769
b3551	4.33296
b3552	0.457655
b3553	5.00885
b3554	0
b3555	0
b3556	1.2e-06
b3558	0.877379
b3559	2.14463
b3560	6.07605
b3561	7.55548e-11
b3563	0
b3564	1.06024
b3565	2.83828
b3579	1.10252
b3590	2.22744
b3591	0.152367
b3592	0
b3597	1.19183
b3598	1.53223
b3599	2.02911
b3600	5.16812
b3601	1.60633
b3602	27.5323
b3603	0
b3604	0
b3605	1.29521
b3606	0
b3607	1.02868
b3608	7.99548
b3609	0
b3610	2e-07
b3611	0
b3612	0
b3613	1.09293
b3614	1.52127
b3616	3.73457
b3617	1.27514
b3619	0.827514
b3620	3.41486
b3621	0.270074
b3622	1.18772
b3625	1.71516
b3626	1.19614
b3627	1.40241
b3630	2.23474
b3631	1.57536
b3632	1.02835
b3633	6.87197
b3634	1.98755
b3635	13.4923
b3636	5.03397e-09
b3637	0
b3639	0
b3640	0
b3641	2.86852
b3642	0.525944
b3643	0.593827
b3644	3.36819
b3645	0.786129
b3646	6.76284
b3647	0.571473
b3648	1.2e-06
b3649	4.17306e-06
b3650	0.51533
b3651	0
b3652	2.86002
b3653	5.53188
b3654	101.351
b3655	1.46434
b3657	0.56284
b3661	1.63933
b3662	0.631748
b3663	0
b3665	14.1698
b3666	0
b3667	0.370026
b3668	157.674
b3669	1.07497e-06
b3670	4.92139e-09
b3671	2.29042
b3673	0.376916
b3674	1.99973e-07
b3675	3.57545e-11
b3676	0
b3677	0
b3683	0
b3684	3.68687
b3685	0.26826
b3686	2e-07
b3687	2e-07
b3688	1.06258
b3689	3.08573
b3690	2.16122
b3691	1.32585
b3693	0.995642
b3694	0
b3696	1.12877
b3697	0.447118
b3698	0
b3699	14.0631
b3700	0
b3701	1.81939
b3702	0
b3704	2e-07
b3705	2.79355
b3706	11.0167
b3710	0.866014
b3711	0.614448
b3712	0.103557
b3714	2.00856
b3715	9.21836
b3716	0.26486
b3720	0.903991
b3722	0.733747
b3723	0
b3724	0.819737
b3725	0
b3726	4.26599
b3727	1.2e-06
b3728	0
b3729	0.873387
b3730	0
b3731	4.35287e-06
b3732	0
b3733	0
b3734	1.19998e-06
b3735	31.9916
b3736	0
b3738	1.2e-06
b3739	5e-09
b3740	0
b3741	2.76532
b3742	14.4033
b3743	0.783661
b3744	1.81572
b3745	0.35576
b3746	3.88659
b3747	1.00983
b3748	0
b3749	5.55621
b3750	3.99242
b3752	5.71603
b3753	2.69469e-07
b3754	0
b3755	0.747938
b3762	0.665133
b3764	2.53939e-07
b3767	0
b3769	0.00172058
b3770	3.38787
b3771	3.99914
b3772	3.62499
b3773	2.2834
b3774	2.32003
b3775	3.45049
b3778	0.702775
b3779	3.1489
b3780	4.64996
b3781	2e-07
b3783	12.0653
b3784	0
b3785	1.54537
b3786	0
b3787	0.101672
b3788	0.828312
b3789	3.46714
b3790	1.72662
b3791	0
b3792	0
b3793	3.28859
b3794	2.25372
b3795	0.671304
b3800	0.684374
b3802	7.3375
b3803	4.42086
b3804	0.814843
b3805	3.53188
b3806	1.54416
b3807	7.3521
b3808	130.31
b3809	0.0100971
b3810	809.776
b3811	0
b3812	0
b3813	13.0462
b3816	5.885
b3819	0.482403
b3820	6.69643e-06
b3821	0
b3822	2.05252
b3823	0
b3824	7.5e-08
b3825	0.0889659
b3826	0.595214
b3827	0
b3828	2.68452
b3829	2.11292
b3830	1.16996
b3831	3.75315
b3832	0.74076
b3833	0
b3834	0
b3835	3.0151
b3836	5e-09
b3838	5.69648e-06
b3839	0
b3840	2.14167
b3842	0.540105
b3843	0.836703
b3844	0.271896
b3845	1.48413
b3846	5.76914
b3847	0.593777
b3848	0.812328
b3849	1.36917
b3850	0.893456
b3856	0
b3857	0.955702
b3858	1.81805e-06
b3859	2.98759
b3860	21.2189
b3862	0
b3863	0
b3865	2e-07
b3866	772.689
b3867	38.7879
b3868	3.62181
b3869	0
b3870	0
b3871	4.00718
b3878	1.59163
b3881	1.25884
b3882	1.55199
b3883	1.74724
b3884	1.14311
b3885	7.49854e-08
b3886	25.4259
b3887	0.763547
b3888	4.3492
b3890	0
b3891	0
b3892	1.19999e-06
b3893	3.64137
b3895	0
b3897	1.81702
b3898	1.4764
b3899	0
b3900	0
b3901	1.02676
b3902	1.30255
b3903	0.46494
b3904	0
b3905	47.5739
b3907	0
b3908	41.716
b3909	13.4685
b3910	0
b3911	52.501
b3912	2.00003e-07
b3914	4.98091e-09
b3915	113.881
b3916	0
b3917	0
b3918	194.549
b3919	0
b3920	1.31351
b3921	0
b3922	0
b3923	2e-07
b3924	0
b3925	13.2126
b3926	1.6187
b3927	0
b3928	7.5e-08
b3929	0.107418
b3930	1.39958
b3931	3.52596
b3932	1.99985e-07
b3933	0.832019
b3934	0
b3935	2.07656
b3936	2.99503e-11
b3937	0.107898
b3938	1.2e-06
b3939	1.01094
b3940	0.717127
b3941	0.543813
b3942	2.4555
b3943	0.297881
b3944	0.412608
b3945	9.01092
b3946	0
b3947	1.33013
b3949	1.6406
b3952	1.37088
b3953	690.636
b3954	0.31742
b3955	0.283356
b3956	2.22776
b3957	0.643535
b3958	0.629286
b3959	0
b3960	0.58172
b3961	4.23032
b3962	0.755977
b3963	217.393
b3964	4.97854e-09
b3965	1.46905
b3966	3.13674
b3967	109.351
b3972	4.29752
b3973	4.79929
b3974	2.00532
b3975	0
b3980	127.103
b3981	1.19997e-06
b3982	0
b3983	1.2e-06
b3984	0
b3985	0.930865
b3986	0
b3987	0.99526
b3988	17.5013
b3990	1.26773
b3991	0.353711
b3992	0.796186
b3993	0
b3994	0.793296
b3995	1.99995e-07
b3996	34.1616
b3997	5.7223
b3998	3.79202
b3999	2e-07
b4000	5.06942e-09
b4001	0.0536101
b4002	6.23837e-11
b4003	0.990432
b4004	1.02112
b4005	1.00262
b4006	5.70821
b4012	0.365946
b4013	0
b4014	1.0773
b4015	12.9846
b4018	1.30194
b4019	1.24913
b4020	0.722644
b4021	6.18003
b4022	0.15447
b4023	330.451
b4024	4.74929
b4025	110.427
b4027	13.2564
b4028	0.867991
b4029	1.8438
b4030	5.69645e-06
b4031	0.365186
b4032	2.91434
b4033	0
b4034	2.5972
b4035	0
b4036	0.270381
b4037	0.849969
b4039	0
b4040	0.530962
b4041	2.32882
b4042	1.30595
b4043	59.1381
b4044	0.531853
b4045	2e-07
b4046	1.21646
b4047	0
b4048	0.56953
b4049	0
b4050	2e-07
b4051	0
b4052	1.19796
b4053	2.96345
b4054	2.17059
b4055	0.195492
b4056	24.4241
b4057	0
b4058	1.39966
b4059	0.535064
b4061	1.24945
b4062	4.99998e-09
b4063	0
b4064	0
b4065	0
b4067	6.45608
b4069	0.776693
b4070	0
b4071	0
b4072	0.888401
b4073	3.00853
b4074	0.375005
b4075	0
b4076	0.947871
b4077	0
b4078	0.000781576
b4080	0.618042
b4081	0.705709
b4082	10.8549
b4083	4.13212
b4092	6.02997
b4093	13.4399
b4094	4.71738
b4095	1.08363
b4096	0.653792
b4097	1.708
b4098	1.41574
b4099	4.99126
b4100	8.19462
b4101	2.59481
b4102	0.0228145
b4104	1.58292
b4105	0
b4106	9.22983
b4108	1.2e-06
b4109	1.53991
b4110	0.259335
b4111	1.72
b4112	3.21038
b4113	0.887541
b4114	2.16696
b4115	0.518289
b4116	1.72328
b4117	1.44505
b4118	131.357
b4119	0.16209
b4121	0
b4122	0
b4123	0
b4124	0
b4125	3.50636
b4126	0
b4127	16.7859
b4128	0
b4129	3.62231
b4130	0.736714
b4135	0.633024
b4136	0.787554
b4137	1.42639
b4138	0
b4139	2286.86
b4140	0.663776
b4141	0.984323
b4142	4.35287e-06
b4143	0.587304
b4144	0
b4145	0
b4146	12.297
b4147	4.96168e-09
b4149	54.7884
b4150	0.863743
b4151	17.1333
b4152	0
b4153	4.52457
b4154	0
b4155	235.652
b4159	3.05628
b4160	0
b4161	7.092
b4162	0
b4166	0.340129
b4167	1.40833
b4168	417.508
b4169	0.293049
b4170	0.691779
b4171	0
b4172	7.87039e-06
b4173	0
b4174	213.386
b4175	1.20003e-06
b4177	3.21636
b4178	2.51082
b4179	1.34233
b4180	0.904915
b4186	0.179535
b4187	1.43795
b4188	2.98065e-05
b4189	2.14385
b4190	0
b4191	1.74566
b4192	1.56928
b4194	1.23017
b4195	0.604115
b4196	1.08411
b4197	0.852141
b4198	0.13576
b4199	0.459352
b4200	7.87049e-06
b4201	1355.94
b4202	4.98489e-09
b4203	0
b4205	603.263
b4206	2.64364
b4208	1.7735
b4209	2.41132
b4210	0.586244
b4211	2.71831
b4212	0
b4213	0.798537
b4214	3.72905
b4215	0.311317
b4216	0
b4217	2e-07
b4218	1.49556
b4219	0
b4220	0.860636
b4221	1.82023
b4222	0.325384
b4226	6.66442
b4227	3.45842
b4228	0.795749
b4230	0.335392
b4231	1.28357
b4232	9.96644
b4233	0
b4234	22.7591
b4235	1.49593
b4236	3.15264
b4237	0
b4238	0.291398
b4239	1.64802
b4240	0.420387
b4241	0.694575
b4242	1.63568
b4243	10000
b4244	0
b4245	0.856242
b4248	0
b4249	0
b4251	0.724649
b4254	2.73719
b4255	0
b4256	0
b4257	0.87172
b4258	1.3682
b4259	0.636914
b4260	2.88141
b4261	0
b4262	2.2158
b4263	3.68563
b4264	0.29859
b4265	0.597548
b4266	0
b4267	0.130487
b4268	0.727568
b4269	2.05543
b4278	0.223497
b4285	1.93997
b4287	7.20208
b4288	0
b4289	0
b4290	0
b4291	0
b4292	0
b4293	0
b4294	0
b4308	1.10708
b4309	0.956854
b4310	1.51943
b4311	62.6322
b4322	89.9073
b4323	3.23844
b4324	1.60076
b4325	0.543771
b4352	6.5946
b4353	0
b4354	2.1066
b4357	19.0006
b4358	2.61602
b4359	0
b4360	0
b4361	544.201
b4362	0
b4363	193.166
b4364	0.218365
b4366	0
b4371	4.74051
b4372	3.91452
b4373	0.98308
b4374	2.57183
b4375	1.23171
b4376	39.8904
b4377	8.69876
b4378	2.19116
b4379	0.276273
b4380	0
b4381	0.509808
b4382	8.76627
b4383	6.47319
b4384	651.415
b4386	1.77062
b4387	1.28243
b4388	16.3611
b4389	1.44409
b4390	0.901857
b4391	15.993
b4392	0.160237
b4393	1.273
b4394	20.5621
b4395	0
